event_hour,site_id,site_name,event_count,alert_count,avg_temperature_c,avg_battery_pct
2026-05-03 01:00:00,S003,Facility 3,5,1,25.28,35.03333333333333
2026-05-03 01:00:00,S004,Facility 4,4,1,18.125,38.8
2026-05-03 01:00:00,S005,Facility 5,3,0,21.46666666666667,28.53333333333333
2026-05-03 01:00:00,S006,Facility 6,6,0,21.75,82.41666666666667
2026-05-03 01:00:00,S007,Facility 7,4,0,17.95,51.575
2026-05-03 01:00:00,S008,Facility 8,4,0,21.35,70.25
2026-05-03 01:00:00,S009,Facility 9,6,0,23.53333333333333,37.050000000000004
2026-05-03 01:00:00,S010,Facility 10,6,0,23.21666666666667,49.51666666666667
2026-05-03 01:00:00,S011,Facility 11,5,1,21.0,23.175
2026-05-03 01:00:00,S012,Facility 12,8,2,22.575,46.4
2026-05-03 01:00:00,S013,Facility 13,4,1,19.05,51.099999999999994
2026-05-03 01:00:00,S014,Facility 14,9,3,23.966666666666665,41.57777777777778
2026-05-03 02:00:00,S001,Facility 1,8,0,21.1125,44.275
2026-05-03 02:00:00,S002,Facility 2,7,1,17.614285714285714,56.1
2026-05-03 02:00:00,S003,Facility 3,7,2,23.771428571428572,41.7
2026-05-03 02:00:00,S004,Facility 4,10,1,22.53,60.17777777777778
2026-05-03 02:00:00,S005,Facility 5,7,1,21.457142857142856,39.114285714285714
2026-05-03 02:00:00,S006,Facility 6,3,1,20.366666666666667,56.9
2026-05-03 02:00:00,S007,Facility 7,2,0,26.95,49.3
2026-05-03 02:00:00,S008,Facility 8,6,1,18.716666666666665,39.84
2026-05-03 02:00:00,S009,Facility 9,7,2,21.02857142857143,53.74285714285714
2026-05-03 02:00:00,S010,Facility 10,10,0,22.75,64.7
2026-05-03 02:00:00,S011,Facility 11,9,0,22.577777777777776,43.87777777777777
2026-05-03 02:00:00,S012,Facility 12,9,2,21.333333333333332,58.375
2026-05-03 02:00:00,S013,Facility 13,7,0,22.0,38.800000000000004
2026-05-03 02:00:00,S014,Facility 14,7,0,18.085714285714285,38.18571428571429
2026-05-03 03:00:00,S001,Facility 1,13,1,21.838461538461537,49.33846153846154
2026-05-03 03:00:00,S002,Facility 2,6,1,24.5,47.78333333333333
2026-05-03 03:00:00,S003,Facility 3,10,1,19.66,43.28888888888889
2026-05-03 03:00:00,S004,Facility 4,6,0,23.683333333333334,54.17999999999999
2026-05-03 03:00:00,S005,Facility 5,4,0,22.275,54.875
2026-05-03 03:00:00,S006,Facility 6,6,2,19.75,71.13333333333334
2026-05-03 03:00:00,S007,Facility 7,6,0,19.5,57.5
2026-05-03 03:00:00,S008,Facility 8,5,1,23.7,65.8
2026-05-03 03:00:00,S009,Facility 9,10,0,18.94,53.022222222222226
2026-05-03 03:00:00,S010,Facility 10,9,0,21.244444444444444,47.08888888888889
2026-05-03 03:00:00,S011,Facility 11,7,0,21.557142857142857,49.214285714285715
2026-05-03 03:00:00,S012,Facility 12,9,1,22.577777777777776,41.67777777777778
2026-05-03 03:00:00,S013,Facility 13,3,1,16.666666666666668,55.366666666666674
2026-05-03 03:00:00,S014,Facility 14,6,0,19.083333333333332,62.94
2026-05-03 04:00:00,S001,Facility 1,9,0,21.688888888888886,51.611111111111114
2026-05-03 04:00:00,S002,Facility 2,3,1,24.133333333333336,34.650000000000006
2026-05-03 04:00:00,S003,Facility 3,10,2,22.29,37.2875
2026-05-03 04:00:00,S004,Facility 4,4,2,18.975,9.675
2026-05-03 04:00:00,S005,Facility 5,1,0,14.0,10.5
2026-05-03 04:00:00,S006,Facility 6,5,0,19.72,43.040000000000006
2026-05-03 04:00:00,S007,Facility 7,5,1,19.479999999999997,61.875
2026-05-03 04:00:00,S008,Facility 8,6,1,19.8,45.1
2026-05-03 04:00:00,S009,Facility 9,4,0,19.275,57.6
2026-05-03 04:00:00,S010,Facility 10,8,0,21.287499999999998,58.225
2026-05-03 04:00:00,S011,Facility 11,4,0,22.4,67.03333333333333
2026-05-03 04:00:00,S012,Facility 12,4,0,19.375,60.76666666666667
2026-05-03 04:00:00,S013,Facility 13,4,0,18.875,54.675
2026-05-03 04:00:00,S014,Facility 14,4,0,19.7,36.1
2026-05-03 05:00:00,S001,Facility 1,8,1,20.375,69.04285714285714
2026-05-03 05:00:00,S002,Facility 2,7,1,21.685714285714287,48.666666666666664
2026-05-03 05:00:00,S003,Facility 3,4,0,21.0,50.7
2026-05-03 05:00:00,S004,Facility 4,4,0,17.15,49.25
2026-05-03 05:00:00,S005,Facility 5,6,1,21.650000000000002,64.98333333333333
2026-05-03 05:00:00,S006,Facility 6,4,1,19.525,35.15
2026-05-03 05:00:00,S007,Facility 7,6,1,20.833333333333332,65.64999999999999
2026-05-03 05:00:00,S008,Facility 8,6,0,19.6,44.18333333333334
2026-05-03 05:00:00,S009,Facility 9,9,0,23.22222222222222,46.599999999999994
2026-05-03 05:00:00,S010,Facility 10,8,1,23.9,51.35
2026-05-03 05:00:00,S011,Facility 11,7,2,19.942857142857143,54.800000000000004
2026-05-03 05:00:00,S012,Facility 12,6,1,20.75,39.660000000000004
2026-05-03 05:00:00,S013,Facility 13,7,1,24.5,64.72857142857143
2026-05-03 05:00:00,S014,Facility 14,4,1,14.85,33.6
2026-05-03 06:00:00,S001,Facility 1,9,1,20.799999999999997,47.7125
2026-05-03 06:00:00,S002,Facility 2,1,0,26.2,68.8
2026-05-03 06:00:00,S003,Facility 3,12,2,22.616666666666664,32.825
2026-05-03 06:00:00,S004,Facility 4,5,1,22.5,37.839999999999996
2026-05-03 06:00:00,S005,Facility 5,5,0,19.24,41.225
2026-05-03 06:00:00,S006,Facility 6,8,1,19.2875,57.81428571428571
2026-05-03 06:00:00,S007,Facility 7,9,0,20.733333333333334,68.625
2026-05-03 06:00:00,S008,Facility 8,3,0,23.366666666666664,31.633333333333336
2026-05-03 06:00:00,S009,Facility 9,12,1,20.891666666666666,39.76363636363636
2026-05-03 06:00:00,S010,Facility 10,5,0,20.119999999999997,59.54
2026-05-03 06:00:00,S011,Facility 11,4,0,23.625,71.2
2026-05-03 06:00:00,S012,Facility 12,5,1,23.22,54.339999999999996
2026-05-03 06:00:00,S013,Facility 13,4,1,24.175,43.43333333333334
2026-05-03 06:00:00,S014,Facility 14,5,0,20.86,33.766666666666666
2026-05-03 07:00:00,S001,Facility 1,9,1,20.455555555555556,49.771428571428565
2026-05-03 07:00:00,S002,Facility 2,2,0,26.9,64.6
2026-05-03 07:00:00,S003,Facility 3,13,1,22.430769230769233,65.76666666666667
2026-05-03 07:00:00,S004,Facility 4,5,0,23.119999999999997,40.660000000000004
2026-05-03 07:00:00,S005,Facility 5,4,0,21.975,43.225
2026-05-03 07:00:00,S006,Facility 6,2,0,22.65,79.0
2026-05-03 07:00:00,S007,Facility 7,4,1,23.4,53.275
2026-05-03 07:00:00,S008,Facility 8,6,0,23.483333333333334,51.26666666666667
2026-05-03 07:00:00,S009,Facility 9,9,0,21.811111111111114,56.2
2026-05-03 07:00:00,S010,Facility 10,6,1,23.916666666666668,50.31666666666666
2026-05-03 07:00:00,S011,Facility 11,7,2,17.47142857142857,63.34285714285714
2026-05-03 07:00:00,S012,Facility 12,4,0,21.625,19.833333333333332
2026-05-03 07:00:00,S013,Facility 13,5,1,23.5,54.779999999999994
2026-05-03 07:00:00,S014,Facility 14,4,0,23.175,32.65
2026-05-03 08:00:00,S001,Facility 1,14,3,19.978571428571428,51.574999999999996
2026-05-03 08:00:00,S002,Facility 2,3,1,21.933333333333334,69.16666666666667
2026-05-03 08:00:00,S003,Facility 3,10,0,20.89,50.300000000000004
2026-05-03 08:00:00,S004,Facility 4,12,1,20.083333333333332,69.89
2026-05-03 08:00:00,S005,Facility 5,5,1,17.94,35.86
2026-05-03 08:00:00,S006,Facility 6,3,1,16.266666666666666,56.1
2026-05-03 08:00:00,S007,Facility 7,3,0,25.2,57.13333333333333
2026-05-03 08:00:00,S008,Facility 8,8,0,21.6,60.971428571428575
2026-05-03 08:00:00,S009,Facility 9,12,0,19.033333333333335,37.45
2026-05-03 08:00:00,S010,Facility 10,11,0,22.636363636363637,39.46
2026-05-03 08:00:00,S011,Facility 11,7,1,22.071428571428573,50.31428571428571
2026-05-03 08:00:00,S012,Facility 12,3,0,19.599999999999998,65.53333333333333
2026-05-03 08:00:00,S013,Facility 13,2,1,19.35,15.600000000000001
2026-05-03 08:00:00,S014,Facility 14,6,0,21.516666666666666,54.70000000000001
2026-05-03 09:00:00,S001,Facility 1,9,2,19.444444444444443,37.94444444444444
2026-05-03 09:00:00,S002,Facility 2,5,0,22.52,35.36
2026-05-03 09:00:00,S003,Facility 3,9,1,23.200000000000003,54.08888888888889
2026-05-03 09:00:00,S004,Facility 4,10,1,19.66,69.04444444444444
2026-05-03 09:00:00,S005,Facility 5,2,0,17.549999999999997,61.5
2026-05-03 09:00:00,S006,Facility 6,3,0,23.46666666666667,49.53333333333333
2026-05-03 09:00:00,S007,Facility 7,5,0,25.04,46.56
2026-05-03 09:00:00,S008,Facility 8,5,1,18.919999999999998,37.760000000000005
2026-05-03 09:00:00,S009,Facility 9,7,1,19.32857142857143,64.78571428571429
2026-05-03 09:00:00,S010,Facility 10,9,2,20.811111111111114,65.0
2026-05-03 09:00:00,S011,Facility 11,11,1,19.263636363636365,50.739999999999995
2026-05-03 09:00:00,S012,Facility 12,5,2,23.34,64.8
2026-05-03 09:00:00,S013,Facility 13,5,1,21.3,78.26666666666667
2026-05-03 09:00:00,S014,Facility 14,2,0,22.65,81.05
2026-05-03 10:00:00,S001,Facility 1,10,3,22.369999999999997,37.666666666666664
2026-05-03 10:00:00,S002,Facility 2,2,1,21.45,17.650000000000002
2026-05-03 10:00:00,S003,Facility 3,11,0,21.018181818181816,41.63636363636363
2026-05-03 10:00:00,S004,Facility 4,7,1,21.442857142857143,75.68571428571428
2026-05-03 10:00:00,S005,Facility 5,5,1,22.119999999999997,45.839999999999996
2026-05-03 10:00:00,S006,Facility 6,8,0,19.95,45.199999999999996
2026-05-03 10:00:00,S007,Facility 7,6,2,23.650000000000002,41.34
2026-05-03 10:00:00,S008,Facility 8,9,0,19.544444444444444,74.56666666666666
2026-05-03 10:00:00,S009,Facility 9,7,2,20.52857142857143,28.566666666666666
2026-05-03 10:00:00,S010,Facility 10,6,1,24.183333333333334,60.11666666666667
2026-05-03 10:00:00,S011,Facility 11,10,1,21.65,46.7
2026-05-03 10:00:00,S012,Facility 12,7,5,18.157142857142855,59.725
2026-05-03 10:00:00,S013,Facility 13,6,0,20.016666666666666,29.660000000000004
2026-05-03 10:00:00,S014,Facility 14,7,1,22.87142857142857,54.96666666666667
2026-05-03 11:00:00,S001,Facility 1,7,1,16.414285714285715,47.528571428571425
2026-05-03 11:00:00,S002,Facility 2,1,0,22.9,30.2
2026-05-03 11:00:00,S003,Facility 3,2,0,24.6,88.3
2026-05-03 11:00:00,S004,Facility 4,6,1,19.599999999999998,12.533333333333333
2026-05-03 11:00:00,S005,Facility 5,4,0,24.75,53.825
2026-05-03 11:00:00,S006,Facility 6,9,1,18.811111111111114,50.01111111111111
2026-05-03 11:00:00,S007,Facility 7,7,0,24.24285714285714,50.17142857142857
2026-05-03 11:00:00,S008,Facility 8,4,1,22.4,46.475
2026-05-03 11:00:00,S009,Facility 9,12,1,22.175,42.675000000000004
2026-05-03 11:00:00,S010,Facility 10,6,0,19.733333333333334,36.666666666666664
2026-05-03 11:00:00,S011,Facility 11,10,1,21.47,58.260000000000005
2026-05-03 11:00:00,S012,Facility 12,5,0,18.12,59.67999999999999
2026-05-03 11:00:00,S013,Facility 13,6,0,20.983333333333334,63.63333333333333
2026-05-03 11:00:00,S014,Facility 14,4,0,19.25,53.825
2026-05-03 12:00:00,S001,Facility 1,4,1,25.95,62.775
2026-05-03 12:00:00,S002,Facility 2,6,0,20.483333333333334,52.71999999999999
2026-05-03 12:00:00,S003,Facility 3,12,1,20.383333333333333,50.38333333333333
2026-05-03 12:00:00,S004,Facility 4,8,1,20.875,72.1875
2026-05-03 12:00:00,S005,Facility 5,3,1,23.5,45.166666666666664
2026-05-03 12:00:00,S006,Facility 6,4,0,25.725,53.2
2026-05-03 12:00:00,S007,Facility 7,4,0,19.475,59.0
2026-05-03 12:00:00,S008,Facility 8,4,0,22.725,41.825
2026-05-03 12:00:00,S009,Facility 9,6,0,21.266666666666666,55.61666666666667
2026-05-03 12:00:00,S010,Facility 10,4,0,19.65,42.325
2026-05-03 12:00:00,S011,Facility 11,9,1,21.9,51.137499999999996
2026-05-03 12:00:00,S012,Facility 12,8,1,18.375,56.300000000000004
2026-05-03 12:00:00,S013,Facility 13,6,0,22.7,75.7
2026-05-03 12:00:00,S014,Facility 14,7,0,21.185714285714287,60.028571428571425
2026-05-03 13:00:00,S001,Facility 1,8,1,17.75,44.449999999999996
2026-05-03 13:00:00,S002,Facility 2,2,0,29.0,77.45
2026-05-03 13:00:00,S003,Facility 3,3,0,22.900000000000002,86.23333333333333
2026-05-03 13:00:00,S004,Facility 4,8,0,19.4875,52.025
2026-05-03 13:00:00,S005,Facility 5,4,1,23.5,56.5
2026-05-03 13:00:00,S006,Facility 6,4,0,18.325,70.2
2026-05-03 13:00:00,S007,Facility 7,5,0,18.18,49.6
2026-05-03 13:00:00,S008,Facility 8,9,2,19.688888888888886,55.51111111111111
2026-05-03 13:00:00,S009,Facility 9,6,1,20.316666666666666,45.48333333333333
2026-05-03 13:00:00,S010,Facility 10,11,1,22.38181818181818,48.480000000000004
2026-05-03 13:00:00,S011,Facility 11,11,1,21.436363636363637,39.127272727272725
2026-05-03 13:00:00,S012,Facility 12,9,0,23.355555555555554,55.7875
2026-05-03 13:00:00,S013,Facility 13,7,1,19.5,59.771428571428565
2026-05-03 13:00:00,S014,Facility 14,3,1,23.599999999999998,36.36666666666667
2026-05-03 14:00:00,S001,Facility 1,15,1,20.69333333333333,56.24285714285714
2026-05-03 14:00:00,S002,Facility 2,3,1,26.866666666666664,61.4
2026-05-03 14:00:00,S003,Facility 3,13,0,21.45384615384615,49.339999999999996
2026-05-03 14:00:00,S004,Facility 4,5,0,18.44,54.525
2026-05-03 14:00:00,S005,Facility 5,4,0,18.9,38.675
2026-05-03 14:00:00,S006,Facility 6,2,1,14.05,55.85
2026-05-03 14:00:00,S007,Facility 7,6,0,24.75,61.160000000000004
2026-05-03 14:00:00,S008,Facility 8,6,0,23.983333333333334,40.46666666666667
2026-05-03 14:00:00,S009,Facility 9,3,1,22.099999999999998,55.199999999999996
2026-05-03 14:00:00,S010,Facility 10,6,1,26.766666666666666,63.540000000000006
2026-05-03 14:00:00,S011,Facility 11,7,2,23.114285714285717,63.75714285714286
2026-05-03 14:00:00,S012,Facility 12,7,2,24.17142857142857,52.771428571428565
2026-05-03 14:00:00,S013,Facility 13,7,1,22.24285714285714,41.714285714285715
2026-05-03 14:00:00,S014,Facility 14,8,1,21.6625,36.7375
2026-05-03 15:00:00,S001,Facility 1,8,0,21.375,48.525000000000006
2026-05-03 15:00:00,S002,Facility 2,4,1,17.8,54.875
2026-05-03 15:00:00,S003,Facility 3,7,1,28.157142857142855,38.94285714285714
2026-05-03 15:00:00,S004,Facility 4,8,0,18.125,37.9125
2026-05-03 15:00:00,S005,Facility 5,4,1,20.025,56.85
2026-05-03 15:00:00,S006,Facility 6,1,0,17.8,89.1
2026-05-03 15:00:00,S007,Facility 7,5,1,16.580000000000002,71.36
2026-05-03 15:00:00,S008,Facility 8,5,0,21.22,30.52
2026-05-03 15:00:00,S009,Facility 9,5,0,18.0,54.94
2026-05-03 15:00:00,S010,Facility 10,7,0,20.928571428571427,41.88
2026-05-03 15:00:00,S011,Facility 11,7,0,19.25714285714286,56.91428571428571
2026-05-03 15:00:00,S012,Facility 12,10,2,19.56,52.779999999999994
2026-05-03 15:00:00,S013,Facility 13,9,1,20.566666666666666,47.199999999999996
2026-05-03 15:00:00,S014,Facility 14,11,1,21.181818181818183,55.589999999999996
